index,age,race,sex,education,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y
4661,49, White, Male, Some-college,a_2,b_12,c_0,d_39,e_4,175958,10,0,0,80,1
4662,49, White, Female, Masters,a_4,b_10,c_1,d_39,e_2,343231,14,0,0,80,0
4663,29, Black, Female, Some-college,a_4,b_0,c_3,d_39,e_0,153167,10,0,0,40,0
4664,33, White, Female, Masters,a_4,b_4,c_1,d_0,e_4,160216,14,0,0,32,0
4665,23, White, Male, Some-college,a_4,b_4,c_3,d_39,e_4,284898,10,0,0,30,0
4666,19, White, Female, HS-grad,a_0,b_4,c_1,d_39,e_2,167816,9,0,0,35,0
4667,30, Asian-Pac-Islander, Male, Bachelors,a_2,b_10,c_0,d_19,e_7,141297,13,0,0,40,1
4668,37, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,184498,9,0,0,40,0
4669,21, White, Male, HS-grad,a_4,b_3,c_3,d_26,e_4,283969,9,0,0,40,0
4670,43, White, Male, HS-grad,a_2,b_5,c_0,d_39,e_5,104892,9,0,0,45,0
4671,35, White, Male, Some-college,a_4,b_14,c_3,d_39,e_4,174308,10,0,0,40,0
4672,31, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_6,108468,15,0,0,60,1
4673,40, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,210648,13,0,0,44,1
4674,29, Black, Male, Bachelors,a_4,b_10,c_1,d_39,e_4,203833,13,0,0,40,0
4675,47, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,298130,9,0,0,40,0
4676,59, White, Male, Some-college,a_2,b_14,c_0,d_39,e_4,258579,10,3103,0,35,1
4677,22, White, Male, Some-college,a_4,b_7,c_3,d_39,e_4,199336,10,0,0,25,0
4678,29, White, Male, HS-grad,a_2,b_11,c_0,d_39,e_7,118520,9,0,0,42,0
4679,44, White, Male, HS-grad,a_0,b_14,c_1,d_39,e_4,29762,9,0,0,68,0
4680,26, White, Female, Bachelors,a_2,b_10,c_5,d_39,e_2,30793,13,0,0,55,1
4681,19, White, Male, Some-college,a_4,b_0,c_3,d_39,e_0,169324,10,0,0,10,0
4682,61, White, Male, 9th,a_2,b_3,c_0,d_39,e_4,197286,5,0,0,40,0
4683,49, White, Male, Some-college,a_0,b_3,c_1,d_39,e_5,201080,10,0,0,55,0
4684,26, White, Female, Some-college,a_4,b_12,c_2,d_39,e_4,236068,10,0,0,20,0
4685,61, White, Male, 7th-8th,a_4,b_8,c_1,d_39,e_4,133164,4,0,0,48,0
4686,23, White, Male, Some-college,a_2,b_6,c_0,d_39,e_4,173851,10,0,0,40,0
4687,37, White, Male, Prof-school,a_2,b_10,c_0,d_39,e_6,180150,15,0,0,45,1
4688,37, Black, Female, Bachelors,a_5,b_4,c_4,d_39,e_4,189674,13,0,0,40,0
4689,35, White, Male, HS-grad,a_4,b_8,c_1,d_39,e_4,246449,9,3325,0,50,0
4690,52, White, Male, HS-grad,a_3,b_5,c_2,d_26,e_4,181901,9,0,0,20,0
4691,21, White, Male, 9th,a_4,b_3,c_3,d_8,e_4,244312,5,0,0,30,0
4692,21, White, Male, 12th,a_4,b_5,c_1,d_39,e_4,145964,8,0,0,40,0
4693,52, White, Male, Assoc-acdm,a_2,b_11,c_0,d_39,e_4,145548,12,0,0,40,1
4694,22, White, Male, Some-college,a_4,b_11,c_3,d_39,e_4,191324,10,0,0,25,0
4695,27, White, Male, Bachelors,a_4,b_10,c_1,d_39,e_4,192236,13,0,0,45,0
4696,73, White, Female, Some-college,a_4,b_10,c_2,d_39,e_2,45784,10,0,0,11,0
4697,20, White, Male, HS-grad,a_4,b_8,c_3,d_39,e_4,228649,9,0,0,40,0
4698,41, White, Female, Bachelors,a_2,b_10,c_5,d_5,e_4,237452,13,0,0,15,1
4699,32, White, Male, Bachelors,a_4,b_10,c_1,d_39,e_4,96016,13,0,0,45,0
4700,57, White, Female, HS-grad,a_0,b_1,c_1,d_39,e_2,139452,9,0,0,16,0
4701,38, White, Female, Bachelors,a_2,b_1,c_5,d_39,e_4,203138,13,0,0,50,1
4702,47, White, Male, Bachelors,a_2,b_5,c_0,d_39,e_4,222529,13,0,0,65,0
4703,33, Black, Female, HS-grad,a_3,b_8,c_4,d_39,e_4,288840,9,0,0,38,0
4704,22, Black, Female, 9th,a_4,b_0,c_4,d_39,e_0,139324,5,0,0,36,0
4705,40, White, Male, HS-grad,a_4,b_5,c_1,d_39,e_6,34037,9,0,0,70,0
4706,74, Black, Female, Prof-school,a_6,b_1,c_1,d_39,e_4,101590,15,0,0,20,0
4707,35, White, Male, Bachelors,a_2,b_5,c_0,d_41,e_4,81280,13,0,0,65,1
4708,59, Black, Female, 10th,a_0,b_1,c_1,d_39,e_4,143372,6,0,0,40,0
4709,39, White, Male, HS-grad,a_4,b_13,c_1,d_9,e_4,117381,9,0,0,62,0
4710,30, Asian-Pac-Islander, Male, Masters,a_2,b_10,c_0,d_36,e_7,137613,14,0,0,17,0
4711,28, White, Female, Masters,a_0,b_10,c_1,d_39,e_4,140108,14,0,0,50,0
4712,59, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_6,309124,9,0,0,40,1
4713,62, White, Female, HS-grad,a_4,b_8,c_4,d_39,e_6,158712,9,0,0,6,0
4714,44, White, Female, HS-grad,a_5,b_1,c_1,d_33,e_4,228057,9,0,0,40,0
4715,27, White, Male, Assoc-voc,a_2,b_5,c_0,d_39,e_4,367329,11,0,0,40,0
4716,20, White, Male, HS-grad,a_2,b_1,c_0,d_39,e_4,194630,9,3781,0,50,0
4717,44, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,210525,13,0,0,40,1
4718,39, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,269186,9,0,0,40,0
4719,30, White, Male, HS-grad,a_4,b_1,c_1,d_0,e_4,164190,9,0,0,38,0
4720,60, White, Female, HS-grad,a_6,b_7,c_1,d_39,e_4,183162,9,0,0,40,0
4721,30, White, Male, HS-grad,a_2,b_1,c_0,d_39,e_1,266463,9,0,0,40,1
4722,40, White, Female, Bachelors,a_0,b_13,c_1,d_9,e_2,197012,13,8614,0,40,1
4723,41, White, Female, HS-grad,a_4,b_12,c_3,d_39,e_4,154194,9,0,0,40,0
4724,41, White, Male, Some-college,a_0,b_7,c_3,d_22,e_4,144460,10,0,0,40,0
4725,49, White, Male, Some-college,a_0,b_4,c_4,d_39,e_2,219021,10,0,0,48,1
4726,50, White, Male, Bachelors,a_2,b_12,c_0,d_39,e_5,304955,13,0,0,60,1
4727,22, White, Male, 1st-4th,a_4,b_7,c_1,d_26,e_4,238917,2,0,0,24,0
4728,27, White, Male, Bachelors,a_2,b_8,c_0,d_39,e_4,164607,13,0,0,40,0
4729,26, White, Female, HS-grad,a_4,b_1,c_1,d_39,e_4,269060,9,0,0,40,0
4730,22, White, Male, Some-college,a_4,b_5,c_3,d_39,e_6,32921,10,0,0,20,0
4731,32, Asian-Pac-Islander, Male, Bachelors,a_0,b_3,c_4,d_20,e_6,180303,13,0,0,47,0
4732,53, White, Female, HS-grad,a_4,b_12,c_1,d_39,e_4,30290,9,0,0,40,0
4733,37, White, Male, Some-college,a_2,b_3,c_0,d_39,e_6,111129,10,0,0,45,0
4734,66, White, Male, Doctorate,a_2,b_12,c_0,d_39,e_6,427422,16,0,2377,25,1
4735,21, White, Male, HS-grad,a_4,b_1,c_3,d_39,e_4,201179,9,0,0,40,0
4736,41, White, Female, Bachelors,a_2,b_10,c_5,d_39,e_7,75409,13,0,0,40,1
4737,42, Black, Female, HS-grad,a_5,b_8,c_1,d_0,e_2,226020,9,0,0,60,0
4738,43, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,169031,9,0,0,40,0
4739,23, White, Female, Some-college,a_4,b_8,c_3,d_39,e_4,199452,10,0,0,40,0
4740,29, White, Male, HS-grad,a_4,b_12,c_4,d_39,e_4,137063,9,0,0,38,0
4741,23, White, Female, Bachelors,a_4,b_10,c_3,d_39,e_4,202344,13,0,0,40,0
4742,40, White, Female, Masters,a_0,b_10,c_1,d_39,e_7,229364,14,0,0,45,0
4743,27, White, Female, Some-college,a_2,b_4,c_5,d_39,e_4,146764,10,0,0,40,1
4744,18, White, Female, HS-grad,a_4,b_8,c_3,d_39,e_4,83451,9,0,0,30,0
4745,38, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,159179,9,0,0,40,0
4746,21, White, Male, Some-college,a_4,b_8,c_1,d_39,e_4,322674,10,0,0,32,0
4747,24, White, Male, Some-college,a_4,b_3,c_3,d_2,e_4,214542,10,0,0,60,0
4748,64, White, Male, Doctorate,a_6,b_10,c_1,d_39,e_4,43738,16,0,0,80,1
4749,17, White, Male, 10th,a_4,b_0,c_3,d_39,e_0,138507,6,0,0,20,0
4750,41, White, Female, 10th,a_4,b_12,c_3,d_39,e_4,108713,6,0,0,40,0
4751,43, White, Male, Some-college,a_2,b_3,c_0,d_39,e_4,254146,10,0,1902,40,1
4752,40, White, Male, Masters,a_0,b_10,c_1,d_39,e_4,167265,14,0,0,43,0
4753,24, White, Male, HS-grad,a_4,b_8,c_2,d_39,e_4,222005,9,0,0,30,0
4754,54, White, Male, Doctorate,a_2,b_10,c_0,d_0,e_5,99185,16,0,0,50,1
4755,32, White, Male, Bachelors,a_4,b_10,c_1,d_39,e_2,118457,13,0,0,55,0
4756,50, Asian-Pac-Islander, Male, Some-college,a_2,b_1,c_0,d_30,e_4,98350,10,0,0,40,1
4757,29, White, Male, HS-grad,a_3,b_3,c_1,d_39,e_4,308944,9,0,0,40,0
4758,29, White, Female, Some-college,a_4,b_8,c_2,d_39,e_4,192283,10,0,0,20,0
4759,51, White, Male, Masters,a_2,b_4,c_0,d_39,e_6,125417,14,0,0,42,1
4760,26, White, Female, Bachelors,a_4,b_4,c_1,d_39,e_4,117833,13,0,1669,50,0
4761,40, White, Male, HS-grad,a_0,b_3,c_1,d_39,e_6,33658,9,0,0,40,0
4762,48, White, Male, 12th,a_2,b_4,c_0,d_39,e_4,120724,8,0,0,50,0
4763,49, White, Male, Bachelors,a_2,b_3,c_0,d_39,e_4,291783,13,0,0,40,1
4764,24, White, Male, 7th-8th,a_4,b_5,c_3,d_39,e_6,191954,4,0,0,50,0
4765,53, Asian-Pac-Islander, Male, 5th-6th,a_2,b_7,c_0,d_25,e_4,97411,3,0,0,40,0
4766,58, White, Male, 5th-6th,a_2,b_7,c_0,d_39,e_4,310085,3,0,0,40,0
4767,38, White, Female, 12th,a_4,b_8,c_4,d_39,e_4,97759,8,0,0,17,0
4768,51, White, Male, Bachelors,a_2,b_11,c_0,d_39,e_2,199688,13,0,0,40,1
4769,39, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,238415,13,0,0,50,1
4770,34, White, Male, 11th,a_4,b_0,c_1,d_39,e_0,267352,7,0,0,30,0
4771,41, Black, Male, Assoc-acdm,a_2,b_4,c_0,d_19,e_4,207578,12,0,0,50,1
4772,46, White, Male, Masters,a_2,b_13,c_0,d_0,e_4,324655,14,0,1902,40,1
4773,27, White, Male, HS-grad,a_2,b_7,c_0,d_39,e_4,185647,9,0,0,50,1
4774,44, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,172032,9,0,0,40,0
4775,23, White, Male, Bachelors,a_4,b_8,c_1,d_39,e_4,118693,13,0,0,35,0
4776,42, Black, Female, Bachelors,a_2,b_3,c_5,d_39,e_4,203393,13,0,0,35,1
4777,22, White, Female, Some-college,a_4,b_1,c_1,d_39,e_4,355686,10,0,0,40,0
4778,36, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,210945,13,0,0,40,1
4779,55, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,226875,9,4064,0,40,0
4780,31, White, Male, Bachelors,a_0,b_4,c_4,d_39,e_6,119411,13,0,0,60,1
4781,20, White, Female, Some-college,a_4,b_0,c_3,d_39,e_0,189740,10,0,0,32,0
4782,32, White, Male, HS-grad,a_2,b_11,c_0,d_39,e_7,443546,9,0,0,45,0
4783,25, White, Male, HS-grad,a_4,b_8,c_1,d_39,e_4,120450,9,0,0,40,0
4784,26, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,86872,9,0,0,40,1
4785,18, Black, Male, 11th,a_4,b_8,c_2,d_39,e_4,193741,7,0,0,30,0
4786,32, Other, Male, 1st-4th,a_4,b_5,c_1,d_26,e_4,390997,2,0,0,50,0
4787,38, Black, Male, Prof-school,a_2,b_10,c_0,d_39,e_2,161463,15,0,0,40,1
4788,61, White, Male, Some-college,a_0,b_4,c_1,d_39,e_6,392694,10,0,0,50,1
4789,28, White, Male, Assoc-voc,a_4,b_12,c_1,d_39,e_4,334032,11,0,0,50,0
4790,27, White, Female, Bachelors,a_4,b_1,c_1,d_39,e_4,47907,13,0,0,43,0
4791,50, White, Male, Doctorate,a_5,b_10,c_1,d_39,e_5,195322,16,0,0,40,1
4792,53, White, Female, HS-grad,a_6,b_7,c_1,d_39,e_4,123092,9,0,0,40,0
4793,31, White, Male, HS-grad,a_4,b_8,c_3,d_39,e_4,162572,9,0,0,16,0
4794,67, White, Male, 5th-6th,a_2,b_0,c_0,d_39,e_0,34122,3,0,0,40,0
4795,17, White, Female, 10th,a_4,b_0,c_3,d_39,e_0,139183,6,0,0,15,0
4796,31, Asian-Pac-Islander, Female, Assoc-acdm,a_4,b_10,c_2,d_30,e_4,163003,12,0,0,40,0
4797,42, White, Male, Doctorate,a_3,b_8,c_1,d_0,e_4,46221,16,27828,0,60,1
4798,23, White, Female, Bachelors,a_4,b_10,c_1,d_39,e_4,178272,13,0,0,40,0
4799,27, White, Female, Prof-school,a_0,b_10,c_1,d_39,e_4,106316,15,0,0,12,0
4800,61, White, Male, Bachelors,a_2,b_12,c_0,d_39,e_4,162397,13,0,0,40,1
4801,27, White, Male, HS-grad,a_2,b_5,c_0,d_39,e_6,65308,9,0,0,50,0
4802,50, White, Female, Doctorate,a_0,b_10,c_1,d_39,e_4,485710,16,0,0,50,0
4803,40, White, Male, HS-grad,a_4,b_8,c_1,d_0,e_4,170019,9,0,0,40,0
4804,61, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,176689,9,0,0,40,0
4805,74, White, Female, Doctorate,a_4,b_10,c_2,d_39,e_7,88638,16,0,3683,20,1
4806,58, White, Female, HS-grad,a_0,b_1,c_1,d_39,e_4,111169,9,0,0,40,0
4807,25, White, Female, Some-college,a_4,b_13,c_3,d_39,e_4,367306,10,0,0,40,0
4808,57, White, Male, Bachelors,a_2,b_12,c_0,d_39,e_6,27385,13,0,0,10,0
4809,61, Black, Female, 10th,a_4,b_8,c_1,d_39,e_7,151459,6,0,0,38,0
4810,23, White, Female, Bachelors,a_4,b_12,c_3,d_39,e_4,130905,13,0,0,40,0
4811,53, Black, Male, 1st-4th,a_2,b_8,c_0,d_33,e_4,209906,2,0,0,35,0
4812,30, White, Male, Bachelors,a_4,b_10,c_1,d_39,e_4,347166,13,13550,0,45,1
4813,24, White, Female, Bachelors,a_4,b_10,c_3,d_39,e_4,51973,13,0,0,20,0
4814,25, White, Male, Assoc-voc,a_2,b_4,c_0,d_39,e_4,91334,11,0,0,75,0
4815,76, White, Male, 10th,a_2,b_0,c_0,d_39,e_0,211574,6,0,0,1,0
4816,36, White, Female, Some-college,a_0,b_0,c_3,d_39,e_0,139770,10,0,0,32,0
4817,32, White, Male, HS-grad,a_2,b_6,c_0,d_39,e_4,183811,9,2829,0,40,0
4818,51, Black, Male, HS-grad,a_0,b_14,c_4,d_39,e_2,175750,9,0,0,40,0
4819,35, White, Female, HS-grad,a_2,b_6,c_5,d_39,e_4,217605,9,0,0,40,0
4820,26, White, Female, Assoc-acdm,a_4,b_10,c_3,d_39,e_4,212800,12,0,0,36,0
4821,29, White, Male, HS-grad,a_4,b_3,c_1,d_39,e_4,250679,9,0,0,40,0
4822,62, White, Male, 7th-8th,a_2,b_10,c_0,d_39,e_4,223975,4,0,0,20,0
4823,20, White, Male, Some-college,a_4,b_5,c_1,d_39,e_7,178517,10,0,0,40,0
4824,55, White, Male, HS-grad,a_0,b_4,c_1,d_39,e_4,171242,9,0,0,60,1
4825,29, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_6,184710,9,0,0,40,0
4826,39, White, Male, 11th,a_2,b_8,c_0,d_39,e_2,301614,7,0,0,40,0
4827,51, White, Female, Some-college,a_0,b_4,c_4,d_39,e_5,139127,10,0,0,50,0
4828,75, White, Male, Some-college,a_3,b_3,c_1,d_39,e_6,218521,10,0,0,30,0
4829,51, White, Female, Some-college,a_6,b_7,c_4,d_39,e_4,122288,10,0,0,36,0
4830,27, White, Male, HS-grad,a_4,b_5,c_3,d_39,e_6,30244,9,0,0,80,0
4831,21, White, Female, Some-college,a_4,b_12,c_3,d_39,e_4,206681,10,0,0,15,0
4832,42, White, Male, Some-college,a_2,b_11,c_0,d_39,e_2,194417,10,0,0,40,1
4833,50, Black, Female, HS-grad,a_2,b_4,c_5,d_39,e_2,186888,9,0,0,40,1
4834,49, White, Male, Masters,a_2,b_10,c_0,d_39,e_4,185385,14,0,0,50,1
4835,62, White, Female, Masters,a_2,b_0,c_5,d_39,e_0,113234,14,0,0,40,0
4836,30, Black, Female, HS-grad,a_4,b_0,c_4,d_39,e_0,355571,9,0,0,40,0
4837,31, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_6,210164,9,0,0,40,1
4838,37, Black, Male, HS-grad,a_5,b_3,c_2,d_39,e_4,709445,9,0,0,40,0
4839,30, White, Male, Assoc-voc,a_4,b_3,c_1,d_39,e_4,200246,11,0,0,40,0
4840,53, White, Male, Some-college,a_0,b_3,c_1,d_39,e_4,200190,10,0,0,40,1
4841,38, Black, Male, Some-college,a_0,b_4,c_4,d_39,e_4,233717,10,0,0,60,0
4842,28, White, Male, Assoc-acdm,a_4,b_3,c_3,d_39,e_2,207213,12,0,0,5,0
4843,62, White, Male, Some-college,a_2,b_12,c_0,d_39,e_6,204085,10,0,0,25,0
4844,29, White, Female, HS-grad,a_4,b_4,c_1,d_39,e_4,196420,9,0,0,45,0
4845,29, White, Male, Assoc-voc,a_2,b_14,c_0,d_39,e_4,34383,11,0,0,55,0
4846,35, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_4,186009,9,0,0,40,1
4847,29, Black, Male, HS-grad,a_4,b_3,c_1,d_39,e_4,119429,9,0,0,40,0
4848,33, White, Male, Doctorate,a_2,b_10,c_0,d_39,e_4,115496,16,0,0,60,1
4849,36, White, Male, Assoc-acdm,a_4,b_10,c_1,d_39,e_4,224566,12,0,1669,45,0
4850,55, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,249072,9,0,0,60,0
4851,21, White, Female, Some-college,a_4,b_4,c_1,d_39,e_4,30619,10,0,0,38,0
4852,38, White, Male, HS-grad,a_2,b_8,c_0,d_39,e_4,255621,9,0,0,40,0
4853,34, White, Male, HS-grad,a_0,b_10,c_4,d_26,e_4,422836,9,0,0,40,0
4854,36, White, Male, HS-grad,a_4,b_12,c_1,d_39,e_4,191161,9,0,0,50,0
4855,22, Black, Male, Some-college,a_4,b_4,c_1,d_39,e_1,65547,10,0,0,40,0
4856,34, White, Male, Some-college,a_2,b_3,c_0,d_39,e_4,35644,10,0,0,40,1
4857,41, Black, Female, HS-grad,a_0,b_9,c_2,d_39,e_4,138907,9,0,0,40,0
4858,81, White, Female, Some-college,a_0,b_1,c_1,d_39,e_4,364099,10,0,0,20,0
4859,58, White, Female, Masters,a_0,b_1,c_1,d_39,e_4,126104,14,0,1980,45,0
4860,22, White, Female, Bachelors,a_4,b_1,c_3,d_39,e_4,211968,13,0,0,40,0
4861,44, Black, Male, HS-grad,a_2,b_0,c_0,d_39,e_0,468706,9,0,0,40,0
4862,40, White, Female, HS-grad,a_0,b_3,c_3,d_33,e_2,196234,9,0,0,40,0
4863,66, Black, Female, HS-grad,a_6,b_10,c_4,d_39,e_7,102640,9,0,0,35,0
4864,37, White, Male, HS-grad,a_2,b_10,c_0,d_39,e_6,183735,9,3137,0,30,0
4865,39, White, Male, 10th,a_2,b_7,c_0,d_39,e_4,117166,6,2635,0,40,0
4866,30, White, Male, Assoc-voc,a_2,b_14,c_0,d_39,e_4,241259,11,0,0,40,0
4867,38, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,58108,13,0,0,50,1
4868,41, White, Male, Assoc-acdm,a_0,b_3,c_3,d_39,e_4,182370,12,0,0,40,0
4869,36, White, Male, Masters,a_4,b_1,c_1,d_39,e_4,175360,14,13550,0,50,1
4870,80, White, Male, 7th-8th,a_4,b_5,c_4,d_39,e_6,26865,4,0,0,20,0
4871,36, White, Female, Bachelors,a_2,b_12,c_5,d_39,e_4,176634,13,0,0,35,1
4872,39, White, Female, Some-college,a_0,b_1,c_1,d_39,e_4,206298,10,0,0,40,0
4873,24, White, Male, HS-grad,a_4,b_3,c_2,d_0,e_4,270872,9,594,0,40,0
4874,47, White, Male, Bachelors,a_2,b_8,c_0,d_8,e_4,664821,13,0,0,40,0
4875,30, White, Female, Masters,a_4,b_1,c_1,d_39,e_2,131776,14,0,0,40,0
4876,30, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_4,236599,9,0,0,50,0
4877,47, White, Male, HS-grad,a_2,b_3,c_0,d_39,e_1,211123,9,0,0,40,0
4878,43, White, Female, Bachelors,a_0,b_4,c_4,d_39,e_4,498079,13,0,0,40,0
4879,60, White, Male, Assoc-voc,a_2,b_13,c_0,d_39,e_4,31577,11,0,0,40,0
4880,62, White, Female, Some-college,a_6,b_4,c_1,d_39,e_4,149617,10,0,0,16,0
4881,46, White, Male, Some-college,a_2,b_7,c_0,d_39,e_4,83064,10,0,0,40,0
4882,27, White, Male, Some-college,a_2,b_3,c_0,d_39,e_4,295799,10,0,0,40,0
4883,31, White, Male, HS-grad,a_4,b_8,c_3,d_39,e_4,173495,9,0,0,35,0
4884,46, Black, Male, Some-college,a_2,b_3,c_0,d_39,e_2,367251,10,0,0,40,1
4885,25, White, Female, Bachelors,a_4,b_0,c_3,d_39,e_0,335376,13,0,0,30,0
4886,25, Other, Female, Some-college,a_4,b_8,c_2,d_7,e_4,167031,10,0,0,25,0
4887,33, White, Male, Doctorate,a_2,b_10,c_0,d_39,e_5,239018,16,0,0,60,0
4888,25, White, Male, Bachelors,a_4,b_13,c_1,d_39,e_4,164488,13,0,0,40,0
4889,53, White, Male, Some-college,a_0,b_6,c_1,d_39,e_1,181677,10,0,0,40,0
4890,17, White, Male, 11th,a_4,b_8,c_3,d_39,e_4,194612,7,0,0,25,0
4891,36, Black, Female, Some-college,a_0,b_4,c_4,d_39,e_4,199501,10,0,0,38,0
4892,53, White, Female, Bachelors,a_0,b_1,c_4,d_39,e_4,142717,13,0,0,40,0
4893,33, White, Female, HS-grad,a_5,b_8,c_3,d_39,e_2,256529,9,0,0,80,0
4894,20, Black, Male, Some-college,a_4,b_8,c_3,d_39,e_4,157894,10,0,0,20,0
4895,24, Black, Male, HS-grad,a_4,b_1,c_2,d_23,e_4,283092,9,0,0,40,0
4896,22, Asian-Pac-Islander, Female, Some-college,a_4,b_0,c_1,d_37,e_0,182387,10,0,0,12,0
4897,36, White, Female, HS-grad,a_4,b_3,c_1,d_39,e_4,214816,9,0,0,40,0
4898,28, White, Female, Bachelors,a_4,b_10,c_1,d_39,e_4,132078,13,0,0,40,0
4899,32, White, Male, HS-grad,a_2,b_14,c_0,d_39,e_4,171091,9,0,0,50,1
4900,50, White, Male, Some-college,a_2,b_11,c_0,d_39,e_2,226497,10,0,0,52,1
4901,74, White, Male, HS-grad,a_2,b_12,c_0,d_39,e_6,146929,9,0,0,55,0
4902,19, Black, Female, Some-college,a_4,b_12,c_3,d_39,e_4,188008,10,0,0,20,0
4903,37, White, Male, HS-grad,a_2,b_4,c_0,d_39,e_6,241463,9,0,1848,65,1
4904,48, White, Female, Some-college,a_6,b_1,c_1,d_39,e_4,304791,10,0,0,40,0
4905,49, White, Male, Assoc-voc,a_2,b_3,c_0,d_39,e_2,405309,11,0,0,40,1
4906,25, Black, Male, HS-grad,a_4,b_8,c_1,d_24,e_4,50053,9,0,0,40,0
4907,29, White, Male, Some-college,a_2,b_3,c_0,d_39,e_4,149324,10,0,1485,40,1
4908,47, Black, Female, HS-grad,a_0,b_8,c_4,d_39,e_1,53498,9,0,0,40,0
4909,24, White, Male, HS-grad,a_4,b_12,c_1,d_39,e_4,111445,9,0,0,38,0
4910,54, White, Female, Masters,a_4,b_0,c_1,d_39,e_0,169785,14,0,0,40,0
4911,42, White, Female, HS-grad,a_5,b_12,c_1,d_39,e_4,209370,9,0,0,30,0
4912,20, White, Male, HS-grad,a_4,b_14,c_3,d_39,e_7,200819,9,0,0,40,0
4913,32, Amer-Indian-Eskimo, Male, 5th-6th,a_2,b_7,c_0,d_26,e_4,245487,3,0,0,40,0
4914,40, Black, Female, Some-college,a_4,b_1,c_1,d_39,e_4,55191,10,0,0,40,0
4915,25, White, Male, Bachelors,a_4,b_3,c_1,d_26,e_4,308144,13,0,0,40,0
4916,23, White, Male, Bachelors,a_4,b_6,c_3,d_39,e_4,205653,13,0,0,30,0
4917,45, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,148900,13,0,0,50,1
4918,30, White, Male, Bachelors,a_4,b_12,c_1,d_39,e_4,205152,13,0,0,40,0
4919,36, White, Female, Bachelors,a_0,b_10,c_1,d_39,e_4,231082,13,0,0,50,0
4920,37, White, Female, Bachelors,a_2,b_4,c_5,d_39,e_4,103121,13,0,1848,40,1
4921,21, White, Female, HS-grad,a_4,b_8,c_1,d_39,e_4,29810,9,0,0,50,0
4922,38, White, Female, HS-grad,a_2,b_0,c_5,d_39,e_0,177273,9,0,0,35,0
4923,19, Black, Female, HS-grad,a_4,b_7,c_3,d_39,e_4,178811,9,0,0,20,0
4924,44, Amer-Indian-Eskimo, Male, Bachelors,a_2,b_10,c_0,d_39,e_7,98989,13,0,0,38,1
4925,20, White, Female, Some-college,a_4,b_0,c_3,d_39,e_0,202994,10,0,0,16,0
4926,46, White, Male, Bachelors,a_2,b_4,c_0,d_39,e_4,283037,13,0,0,50,1
4927,52, White, Male, HS-grad,a_4,b_8,c_4,d_39,e_4,158746,9,0,0,40,0
4928,21, White, Female, Assoc-acdm,a_4,b_10,c_1,d_39,e_4,197182,12,0,0,40,0
4929,67, White, Male, Masters,a_6,b_10,c_1,d_39,e_6,148690,14,18481,0,2,1
4930,27, White, Male, Assoc-voc,a_4,b_3,c_3,d_39,e_4,31757,11,0,0,38,0
4931,22, Black, Male, HS-grad,a_2,b_12,c_0,d_39,e_4,68678,9,0,0,40,0
4932,56, White, Male, Masters,a_2,b_1,c_0,d_39,e_4,318450,14,0,0,80,1
4933,23, White, Female, Some-college,a_4,b_8,c_1,d_39,e_4,352139,10,0,0,24,0
4934,37, White, Male, Assoc-acdm,a_2,b_10,c_0,d_39,e_4,193815,12,0,0,45,1
4935,38, White, Male, Some-college,a_2,b_14,c_0,d_39,e_4,33983,10,0,0,40,0
4936,29, White, Male, HS-grad,a_2,b_8,c_0,d_39,e_4,164040,9,0,0,40,0
4937,50, White, Male, HS-grad,a_2,b_11,c_0,d_39,e_2,96062,9,0,0,40,0
4938,48, White, Female, HS-grad,a_5,b_1,c_4,d_39,e_4,210424,9,914,0,40,0
4939,35, White, Male, Bachelors,a_2,b_10,c_0,d_39,e_4,255191,13,0,0,45,1
4940,39, White, Male, Masters,a_2,b_4,c_0,d_39,e_5,372525,14,0,0,60,1
4941,63, White, Male, 12th,a_2,b_12,c_0,d_39,e_4,250068,8,0,0,40,1
4942,27, White, Male, Assoc-voc,a_2,b_12,c_0,d_39,e_4,36851,11,0,0,35,0
4943,38, White, Male, 11th,a_2,b_3,c_0,d_39,e_4,76878,7,5178,0,40,1
